"z_number","fish_id","dna_collected_y_n","unique_plate_id","well_id","date_of_birth","date_of_beh_testing","cross_no","mother","father","gender","ld_choice_index","thigmotaxis_index","entry_to_dark_center_point_frequency","entry_to_light_center_point_frequency","ave_duration_dark_entry_cum_duration_frequency_seconds","ave_duration_light_entry_cum_duration_frequency_seconds","latency_to_enter_dark_latency_to_first","latency_to_enter_light_latency_to_first","flexibility_ci_last_30s_ci_first_30s","variance_of_bin_ci_during_test_period","speed_in_dark_center_point_mean","speed_in_light_center_point_mean","ld_ci_ltli_trial12","ld_ci_ltli_trial23","ld_ci_ltli_trial34","homeostatic_learning","ucsd_genotyping_age","rfid"
"Z2622","20200303-Plate1-3D","Y","20200303-Plate1","3D","20200226","20200303-20200304",10,"Z2622-F10","Z2622-M18",NA,"-0.985","-0.927",0.5,1.5,3.507,358.235,246.915,0,"0.159",0.003,"18.780",1.955,0.235,0,1,"SSN",NA,"20200303_Plate1_3D"
"Z2622","20200303-Plate1-3E","Y","20200303-Plate1","3E","20200226","20200303-20200304",10,"Z2622-F10","Z2622-M18",NA,"-0.830","-0.859",1.3,1.8,8.145,379.662,421.444,0,"0.509",0.053,"2.170",2.021,1,1,2,"NNH",NA,"20200303_Plate1_3E"
"Z2622","20200303-Plate1-3F","Y","20200303-Plate1","3F","20200226","20200303-20200304",10,"Z2622-F10","Z2622-M18",NA,"0.128","-0.843",5.5,6,50.797,33.358,79.67,17.334,"0.507",0.178,"2.249",2.388,1.243,1.001,1.253,"HHH",NA,"20200303_Plate1_3F"
"Z2622","20200303-Plate1-3G","Y","20200303-Plate1","3G","20200226","20200303-20200304",10,"Z2622-F10","Z2622-M18",NA,"-0.987","-0.725",2,1.5,0.707,398.476,374.849,0,"0.004",0.001,"1.730",1.983,2,1.468,0,"HHS",NA,"20200303_Plate1_3G"
"Z2622","20200303-Plate1-3H","Y","20200303-Plate1","3H","20200226","20200303-20200304",10,"Z2622-F10","Z2622-M18",NA,"-0.750","-0.718",2.3,3.3,13.579,219.016,272.416,0,"0.233",0.051,"2.568",1.932,0.161,1.967,0,"SHS",NA,"20200303_Plate1_3H"
"Z2622","20200303-Plate1-4A","Y","20200303-Plate1","4A","20200226","20200303-20200304",10,"Z2622-F10","Z2622-M18",NA,"-0.984","-0.685",0.8,1.8,1.236,389.012,405.636,0,"0.081",0.001,"1.700",1.343,1,2,0,"NHS",NA,"20200303_Plate1_4A"
"Z2622","20200303-Plate1-4B","Y","20200303-Plate1","4B","20200226","20200303-20200304",10,"Z2622-F10","Z2622-M18",NA,"-0.821","-0.808",3.5,2.8,5.874,306.744,284.719,8.542,"0.061",0.042,"1.724",1.873,2,0.566,0,"HSS",NA,"20200303_Plate1_4B"
"Z2622","20200303-Plate1-4C","Y","20200303-Plate1","4C","20200226","20200303-20200304",10,"Z2622-F10","Z2622-M18",NA,"-0.801","-0.775",0.8,1.3,24.759,373.218,322.23,16.499,"0.002",0.056,"1.940",1.985,2,1.92,0,"HHS",NA,"20200303_Plate1_4C"
"Z2622","20200303-Plate1-4D","N","20200303-Plate1","4D","20200226","20200303-20200304",10,"Z2622-F10","Z2622-M18",NA,"-0.621","-0.728",2,3.5,27.7,184.93,301.753,34.776,"-0.093",0.064,"2.128",1.827,1.883,1.527,0,"HHS",NA,"20200303_Plate1_4D"
"Z2622","20200303-Plate1-4E","Y","20200303-Plate1","4E","20200226","20200303-20200304",25,"Z2627-F25","Z2622-M33a",NA,"-0.724","-0.824",6,6,9.033,166.509,155.786,0.734,"0.453",0.075,"11.663",2.522,1.679,0.039,1.939,"HSH",NA,"20200303_Plate1_4E"
"Z2622","20200303-Plate1-4F","Y","20200303-Plate1","4F","20200226","20200303-20200304",25,"Z2627-F25","Z2622-M33a",NA,"-0.581","-0.728",7.5,7.8,16.856,50.216,93.967,0.05,"0.716",0.106,"2.604",2.541,1.35,1.412,1.025,"HHH",NA,"20200303_Plate1_4F"
"Z2622","20200303-Plate1-4G","Y","20200303-Plate1","4G","20200226","20200303-20200304",25,"Z2627-F25","Z2622-M33a",NA,"-0.869","-0.536",1.3,1.8,29.506,312.805,313.073,21.913,"-0.374",0.037,"6.584",1.322,1.372,1.646,0,"HHS",NA,"20200303_Plate1_4G"
"Z2622","20200303-Plate1-4H","Y","20200303-Plate1","4H","20200226","20200303-20200304",25,"Z2627-F25","Z2622-M33a",NA,"-0.494","-0.681",9.5,8.8,12.405,48.636,56.088,0.125,"0.179",0.08,"3.175",2.842,1.064,0.567,1.097,"HSH",NA,"20200303_Plate1_4H"
"Z2622","20200303-Plate1-5A","Y","20200303-Plate1","5A","20200226","20200303-20200304",25,"Z2627-F25","Z2622-M33a",NA,"-0.516","-0.763",1.8,2.3,49.043,226.567,238.783,0,"1.004",0.101,"1.871",1.788,0,2,0.885,"SHS",NA,"20200303_Plate1_5A"
"Z2622","20200303-Plate1-5B","Y","20200303-Plate1","5B","20200226","20200303-20200304",25,"Z2627-F25","Z2622-M33a",NA,"-0.910","-0.844",3.3,3.8,6.452,142.782,160.699,0,"0.242",0.015,"4.850",1.597,0.282,1,1.212,"SNH",NA,"20200303_Plate1_5B"
"Z2622","20200303-Plate1-5C","Y","20200303-Plate1","5C","20200226","20200303-20200304",25,"Z2627-F25","Z2622-M33a",NA,"-0.988","-0.885",1.5,1.8,1.268,338.872,370.961,0,"0.002",0.001,"2.106",1.544,0.603,0,1,"SSN",NA,"20200303_Plate1_5C"
"Z2622","20200303-Plate1-5D","N","20200303-Plate1","5D","20200226","20200303-20200304",25,"Z2627-F25","Z2622-M33a",NA,"-0.004","-0.012",3,4,96.554,100.181,199.937,10.869,"0.009",0.004,"14.748",22.346,0,2,0.8,"SHS",NA,"20200303_Plate1_5D"
"Z2622","20200303-Plate1-5E","Y","20200303-Plate1","5E","20200226","20200303-20200304",25,"Z2627-F25","Z2622-M33a",NA,"-0.837","-0.541",3,3,17.383,217.025,286.989,0.5,"0.602",0.061,"2.085",1.405,1,1.519,0.173,"NHS",NA,"20200303_Plate1_5E"
"Z2622","20200303-Plate1-5F","Y","20200303-Plate1","5F","20200226","20200303-20200304",25,"Z2627-F25","Z2622-M33a",NA,"-0.733","-0.701",5.5,5.5,12.343,114.474,141.689,0,"0.732",0.1,"3.887",1.827,1.642,0.118,1.719,"HSH",NA,"20200303_Plate1_5F"
"Z2622","20200303-Plate1-5G","Y","20200303-Plate1","5G","20200226","20200303-20200304",25,"Z2627-F25","Z2622-M33a",NA,"-0.657","-0.737",8,7.8,10.671,64.156,169.674,0,"0.909",0.107,"2.307",2.364,0.391,1.054,0.983,"SHS",NA,"20200303_Plate1_5G"
"Z2622","20200303-Plate1-5H","Y","20200303-Plate1","5H","20200226","20200303-20200304",27,"Z2622-F27","Z2622-M35",NA,"-0.974","-0.907",1.5,2.5,4.839,301.878,325.117,0,"0.024",0.004,"2.923",2.332,0.167,1.917,0,"SHS",NA,"20200303_Plate1_5H"
"Z2622","20200303-Plate1-6A","Y","20200303-Plate1","6A","20200226","20200303-20200304",27,"Z2622-F27","Z2622-M35",NA,"-0.875","-0.703",1.8,2,11.883,269.345,250.253,0,"0.586",0.041,"1.829",1.961,2,1.951,0.201,"HHS",NA,"20200303_Plate1_6A"
"Z2622","20200303-Plate1-6B","Y","20200303-Plate1","6B","20200226","20200303-20200304",27,"Z2622-F27","Z2622-M35",NA,"-0.786","-0.803",5.3,5.5,8.969,89.824,155.069,0,"0.394",0.059,"4.090",3.666,1.631,0.85,1.43,"HSH",NA,"20200303_Plate1_6B"
"Z2622","20200303-Plate1-6C","Y","20200303-Plate1","6C","20200226","20200303-20200304",27,"Z2622-F27","Z2622-M35",NA,"-0.951","-0.965",1,2,4.425,326.848,421.035,0,"0.049",0.015,"2.848",2.393,2,1.879,0,"HHS",NA,"20200303_Plate1_6C"
"Z2622","20200303-Plate1-6D","Y","20200303-Plate1","6D","20200226","20200303-20200304",27,"Z2622-F27","Z2622-M35",NA,"-0.421","-0.891",6.5,6.5,31.026,70.426,23.281,10.485,"-0.684",0.1,"2.583",2.893,0.672,1.602,0.731,"SHS",NA,"20200303_Plate1_6D"
"Z2622","20200303-Plate1-6E","Y","20200303-Plate1","6E","20200226","20200303-20200304",27,"Z2622-F27","Z2622-M35",NA,"-0.045","-0.649",10.3,11.3,23.008,27.067,46.179,0,"1.310",0.193,"3.577",3.683,1.409,0.884,1.077,"HSH",NA,"20200303_Plate1_6E"
"Z2622","20200303-Plate1-6F","Y","20200303-Plate1","6F","20200226","20200303-20200304",27,"Z2622-F27","Z2622-M35",NA,"0.140","-0.824",9.5,9.8,31.264,23.069,21.346,1.101,"1.149",0.27,"3.742",4.433,0.954,1.05,0.648,"SHS",NA,"20200303_Plate1_6F"
"Z2622","20200303-Plate1-6G","Y","20200303-Plate1","6G","20200226","20200303-20200304",27,"Z2622-F27","Z2622-M35",NA,"-0.153","-0.825",9.3,10.5,29.238,28.506,61.018,0,"0.950",0.102,"3.777",3.128,1.34,0.964,0.741,"HSS",NA,"20200303_Plate1_6G"
"Z2622","20200303-Plate1-6H","Y","20200303-Plate1","6H","20200226","20200303-20200304",27,"Z2622-F27","Z2622-M35",NA,"-0.627","-0.709",6.3,5.3,13.431,101.924,81.98,2.869,"0.254",0.076,"2.826",2.473,0.972,1.24,0.139,"SHS",NA,"20200303_Plate1_6H"
"Z2622","20200303-Plate1-7A","Y","20200303-Plate1","7A","20200226","20200303-20200304",27,"Z2622-F27","Z2622-M35",NA,"0.354","-0.814",6,6,72.324,25.537,35.969,3.503,"0.740",0.128,"2.799",2.424,1.248,0.844,1.145,"HSH",NA,"20200303_Plate1_7A"
"Z2622","20200303-Plate1-7B","Y","20200303-Plate1","7B","20200226","20200303-20200304",27,"Z2622-F27","Z2622-M35",NA,"-0.339","-0.744",3.8,4.3,54.756,81.803,123.071,0.526,"0.050",0.11,"1.904",2.051,1.307,1.159,0.649,"HHS",NA,"20200303_Plate1_7B"
"Z2622","20200303-Plate1-7C","Y","20200303-Plate1","7C","20200226","20200303-20200304",27,"Z2622-F27","Z2622-M35",NA,"-0.851","-0.768",1.8,2.3,15.779,256.878,241.427,0,"0.306",0.046,"2.127",1.644,2,1.255,0.444,"HHS",NA,"20200303_Plate1_7C"
"Z2622","20200303-Plate1-7D","Y","20200303-Plate1","7D","20200226","20200303-20200304",27,"Z2622-F27","Z2622-M35",NA,"-0.855","-0.828",2.3,3,11.608,249.606,63.971,0,"-0.129",0.025,"2.662",2.807,0.667,1.996,0.386,"SHS",NA,"20200303_Plate1_7D"
"Z2622","20200303-Plate1-7E","Y","20200303-Plate1","7E","20200226","20200303-20200304",37,"Z2622-F37","Z2627-M5a",NA,"-0.593","-0.896",6.8,7.3,13.537,54.818,69.827,0,"0.644",0.052,"3.431",3.101,1.385,1.439,0.557,"HHS",NA,"20200303_Plate1_7E"
"Z2622","20200303-Plate1-7F","Y","20200303-Plate1","7F","20200226","20200303-20200304",37,"Z2622-F37","Z2627-M5a",NA,"-0.806","-0.875",4.5,4.3,9.845,114.108,145,0,"-0.253",0.04,"16.181",2.044,1.897,0.764,1.67,"HSH",NA,"20200303_Plate1_7F"
"Z2622","20200303-Plate1-7G","Y","20200303-Plate1","7G","20200226","20200303-20200304",37,"Z2622-F37","Z2627-M5a",NA,"-0.308","-0.827",10,7.8,15.525,138.251,54.12,0,"0.888",0.076,"2.272",2.612,1.725,0.81,0.023,"HSS",NA,"20200303_Plate1_7G"
"Z2622","20200303-Plate1-7H","Y","20200303-Plate1","7H","20200226","20200303-20200304",37,"Z2622-F37","Z2627-M5a",NA,"-0.704","-0.814",3.5,3.8,15.849,150.174,185.565,0,"0.239",0.089,"1.805",1.755,1.96,0.03,1.943,"HSH",NA,"20200303_Plate1_7H"
"Z2622","20200303-Plate1-8A","Y","20200303-Plate1","8A","20200226","20200303-20200304",37,"Z2622-F37","Z2627-M5a",NA,"-0.951","-0.688",3,2.8,0.968,373.403,417.389,0,"0.245",0.007,"2.306",2.529,2,0,1,"HSN",NA,"20200303_Plate1_8A"
"Z2622","20200303-Plate1-8B","Y","20200303-Plate1","8B","20200226","20200303-20200304",37,"Z2622-F37","Z2627-M5a",NA,"-0.982","-0.738",0.5,1.5,1.925,398.234,376.024,0,"0.033",0.002,"2.297",1.744,1,2,0,"NHS",NA,"20200303_Plate1_8B"
"Z2622","20200303-Plate1-8C","Y","20200303-Plate1","8C","20200226","20200303-20200304",37,"Z2622-F37","Z2627-M5a",NA,"-0.339","-0.822",7,6.5,23.526,61.184,117.957,0,"0.800",0.187,"2.633",3.269,1.064,0.417,1.637,"HSH",NA,"20200303_Plate1_8C"
"Z2622","20200303-Plate1-8D","Y","20200303-Plate1","8D","20200226","20200303-20200304",37,"Z2622-F37","Z2627-M5a",NA,"-0.744","-0.837",3.5,3.8,10.768,193.241,296.056,0,"0.489",0.051,"3.886",2.86,1.932,0,2,"HSH",NA,"20200303_Plate1_8D"
"Z2622","20200303-Plate1-8E","Y","20200303-Plate1","8E","20200226","20200303-20200304",37,"Z2622-F37","Z2627-M5a",NA,"-0.993","-0.846",1.5,2,0.67,279.261,402.793,0,"0.015",0.001,"25.217",3.192,1.515,0,2,"HSH",NA,"20200303_Plate1_8E"
"Z2622","20200303-Plate1-8F","Y","20200303-Plate1","8F","20200226","20200303-20200304",37,"Z2622-F37","Z2627-M5a",NA,"-0.365","-0.391",15,15.3,9.769,23.82,26.518,0.826,"0.477",0.121,"3.895",3.738,1.582,1.094,0.61,"HHS",NA,"20200303_Plate1_8F"
"Z2622","20200303-Plate1-8G","Y","20200303-Plate1","8G","20200226","20200303-20200304",37,"Z2622-F37","Z2627-M5a",NA,"-0.700","-0.529",10,7.8,5.279,94.183,176.781,12.621,"-0.524",0.044,"5.454",3.198,0.571,1.95,0.815,"SHS",NA,"20200303_Plate1_8G"
"Z2622","20200303-Plate1-8H","Y","20200303-Plate1","8H","20200226","20200303-20200304",37,"Z2622-F37","Z2627-M5a",NA,"-0.395","-0.541",6.3,7.8,76.757,157.962,201.53,62.211,"0.168",0.018,"2.606",3.285,1.016,0,2,"HSH",NA,"20200303_Plate1_8H"
"Z2622","20200303-Plate1-9A","Y","20200303-Plate1","9A","20200226","20200303-20200304",37,"Z2622-F37","Z2627-M5a",NA,"-0.882","-0.563",2.8,3.3,4.096,251.013,244.447,0,"0.318",0.019,"3.342",1.945,2,1.2,1.949,"HHH",NA,"20200303_Plate1_9A"
"Z2622","20200303-Plate1-9B","Y","20200303-Plate1","9B","20200226","20200303-20200304",37,"Z2622-F37","Z2627-M5a",NA,"-0.959","-0.625",2.3,2.5,2.072,261.852,176.272,0,"0.065",0.006,"13.290",2.498,1.989,0.054,0.889,"HSS",NA,"20200303_Plate1_9B"
"Z2622","20200303-Plate1-9C","Y","20200303-Plate1","9C","20200226","20200303-20200304",37,"Z2622-F37","Z2627-M5a",NA,"-0.999","-0.819",0.8,1.3,0.241,419.791,404.679,0,"0.000",0,"20.839",2.488,1.667,0.333,0,"HSS",NA,"20200303_Plate1_9C"
"Z2622","20200303-Plate1-9D","Y","20200303-Plate1","9D","20200226","20200303-20200304",37,"Z2622-F37","Z2627-M5a",NA,"-0.752","-0.762",7.5,7.5,5.58,99.938,107.639,0,"0.239",0.02,"11.925",2.463,0.444,0.054,1.727,"SSH",NA,"20200303_Plate1_9D"
"Z2622","20200303-Plate1-9E","Y","20200303-Plate1","9E","20200226","20200303-20200304",37,"Z2622-F37","Z2627-M5a",NA,"-0.481","-0.091",6.8,5.3,104.077,84.424,18.418,102.008,"-0.365",0.017,"2.106",2.421,0.468,0.386,1.974,"SSH",NA,"20200303_Plate1_9E"
"Z2622","20200303-Plate1-9F","N","20200303-Plate1","9F","20200226","20200303-20200304",14,"Z2622-F14","Z2622-M22",NA,"-0.261","-0.545",1,4.7,144.738,42.684,214.287,225.053,"0.707",0.166,"7.420",0.791,NA,NA,NA,NA,NA,"20200303_Plate1_9F"
"Z2622","20200303-Plate1-9G","Y","20200303-Plate1","9G","20200226","20200303-20200304",14,"Z2622-F14","Z2622-M22",NA,"-0.988","-0.553",0.5,1.3,3.01,418.494,334.117,0,"-0.059",0.001,"1.983",0.971,2,0,2,"HSH",NA,"20200303_Plate1_9G"
"Z2622","20200303-Plate1-9H","N","20200303-Plate1","9H","20200226","20200303-20200304",14,"Z2622-F14","Z2622-M22",NA,"-0.299","-0.326",2.7,3.3,64.489,118.102,196.058,16.049,"0.892",0.209,"31.425",2.007,NA,NA,NA,NA,NA,"20200303_Plate1_9H"
"Z2622","20200303-Plate1-10A","N","20200303-Plate1","10A","20200226","20200303-20200304",14,"Z2622-F14","Z2622-M22",NA,"0.064","-0.064",2,0,127.624,0,3.036,480,"-0.894",0.238,"0.142",NA,NA,NA,NA,NA,NA,"20200303_Plate1_10A"
"Z2622","20200303-Plate1-10B","Y","20200303-Plate1","10B","20200226","20200303-20200304",14,"Z2622-F14","Z2622-M22",NA,"-0.809","-0.700",4.8,4,7.061,209.375,182.228,0,"0.346",0.032,"2.797",2.259,2,0.961,1.547,"HSH",NA,"20200303_Plate1_10B"
"Z2622","20200303-Plate1-10C","Y","20200303-Plate1","10C","20200226","20200303-20200304",14,"Z2622-F14","Z2622-M22",NA,"-0.980","-0.311",2.3,2.3,1.077,308.63,400.582,0,"0.012",0.001,"3.324",2.246,2,0,2,"HSH",NA,"20200303_Plate1_10C"
"Z2622","20200303-Plate1-10D","N","20200303-Plate1","10D","20200226","20200303-20200304",14,"Z2622-F14","Z2622-M22",NA,"-0.448","-0.448",0,6.3,0,136.133,480,8.631,"-0.615",0.048,NA,1.275,NA,NA,NA,NA,NA,"20200303_Plate1_10D"
"Z2622","20200303-Plate1-10E","Y","20200303-Plate1","10E","20200226","20200303-20200304",14,"Z2622-F14","Z2622-M22",NA,"-0.990","-0.807",1,1.8,1.163,339.033,290.716,0,"0.001",0,"14.177",2.11,1,2,0.833,"NHS",NA,"20200303_Plate1_10E"
"Z2622","20200303-Plate1-10F","Y","20200303-Plate1","10F","20200226","20200303-20200304",14,"Z2622-F14","Z2622-M22",NA,"-0.982","-0.901",1.8,2,1.462,328.446,314.656,0,"0.048",0.001,"3.161",3.055,2,0,2,"HSH",NA,"20200303_Plate1_10F"
"Z2622","20200303-Plate1-10G","Y","20200303-Plate1","10G","20200226","20200303-20200304",14,"Z2622-F14","Z2622-M22",NA,"-0.874","-0.899",0.8,1.5,14.095,343.441,351.601,25.867,"-0.287",0.04,"2.121",2.315,2,1.938,0,"HHS",NA,"20200303_Plate1_10G"
"Z2622","20200303-Plate1-10H","Y","20200303-Plate1","10H","20200226","20200303-20200304",14,"Z2622-F14","Z2622-M22",NA,"-0.753","-0.528",6,5.5,9.173,94.122,243.555,0,"0.618",0.051,"3.647",2.72,1.925,0.198,1.677,"HSH",NA,"20200303_Plate1_10H"
"Z2622","20200303-Plate1-11A","Y","20200303-Plate1","11A","20200226","20200303-20200304",14,"Z2622-F14","Z2622-M22",NA,"-0.941","-0.421",4.5,3.8,1.469,290.262,372.246,0,"0.069",0.004,"2.589",2.095,1,2,1.806,"NHH",NA,"20200303_Plate1_11A"
"Z2622","20200303-Plate1-11B","Y","20200303-Plate1","11B","20200226","20200303-20200304",14,"Z2622-F14","Z2622-M22",NA,"-0.751","-0.220",1,1.8,14.926,374.942,360,11.72,"-0.484",0.048,"0.800",0.43,1,1,2,"NNH",NA,"20200303_Plate1_11B"
"Z2622","20200303-Plate1-11C","Y","20200303-Plate1","11C","20200226","20200303-20200304",40,"Z2622-F40","Z2622-M8",NA,"-0.848","-0.642",5.5,6.3,5.151,205.157,242.97,0,"0.673",0.034,"5.264",2.5,0,2,1.023,"SHH",NA,"20200303_Plate1_11C"
"Z2622","20200303-Plate1-11D","Y","20200303-Plate1","11D","20200226","20200303-20200304",40,"Z2622-F40","Z2622-M8",NA,"-0.827","-0.463",8,9,4.442,116.377,188.76,0,"0.642",0.033,"3.623",2.249,1.893,0.107,1.924,"HSH",NA,"20200303_Plate1_11D"
"Z2622","20200303-Plate1-11E","Y","20200303-Plate1","11E","20200226","20200303-20200304",14,"Z2622-F14","Z2622-M22",NA,"-0.831","-0.879",1.8,2,15.637,260.959,226.371,11.586,"-0.003",0.061,"10.253",1.106,1.995,0,2,"HSH",NA,"20200303_Plate1_11E"
"Z2622","20200303-Plate1-11F","Y","20200303-Plate1","11F","20200226","20200303-20200304",14,"Z2622-F14","Z2622-M22",NA,"-0.904","-0.918",2.3,3,7.807,233.734,167.756,0,"0.785",0.045,"13.627",1.369,0.789,0.5,1.968,"SSH",NA,"20200303_Plate1_11F"
"Z2622","20200303-Plate1-11G","Y","20200303-Plate1","11G","20200226","20200303-20200304",40,"Z2622-F40","Z2622-M8",NA,"-0.680","-0.390",8.5,9.3,8.908,67.374,160.14,0,"0.385",0.065,"2.722",2.868,1.76,0.897,1.253,"HSH",NA,"20200303_Plate1_11G"
"Z2622","20200303-Plate1-11H","Y","20200303-Plate1","11H","20200226","20200303-20200304",40,"Z2622-F40","Z2622-M8",NA,"-0.733","-0.704",5.8,6,10.14,89.999,134.348,0,"0.041",0.035,"2.367",1.899,0.808,0.557,1.827,"SSH",NA,"20200303_Plate1_11H"
"Z2622","20200303-Plate1-12A","Y","20200303-Plate1","12A","20200226","20200303-20200304",40,"Z2622-F40","Z2622-M8",NA,"-0.495","-0.818",5.3,6.3,22.18,73.872,183.98,0,"0.732",0.125,"2.653",2.304,1.963,0.894,0.955,"HSS",NA,"20200303_Plate1_12A"
"Z2622","20200303-Plate1-12B","Y","20200303-Plate1","12B","20200226","20200303-20200304",40,"Z2622-F40","Z2622-M8",NA,"-0.556","-0.773",6,6.5,19.16,102.061,138.527,0.475,"0.675",0.093,"3.910",2.454,1.992,1.037,1.103,"HHH",NA,"20200303_Plate1_12B"
"Z2622","20200303-Plate1-12C","Y","20200303-Plate1","12C","20200226","20200303-20200304",40,"Z2622-F40","Z2622-M8",NA,"-0.930","-0.461",2.8,3.3,3.388,310.74,372.872,0,"0.131",0.006,"2.414",1.339,2,0,2,"HSH",NA,"20200303_Plate1_12C"
"Z2622","20200303-Plate1-12D","Y","20200303-Plate1","12D","20200226","20200303-20200304",40,"Z2622-F40","Z2622-M8",NA,"-0.860","-0.824",2.3,3.3,6.187,290.374,280.399,0,"-0.121",0.014,"4.627",1.897,0.483,0,2,"SSH",NA,"20200303_Plate1_12D"
"Z2622","20200303-Plate1-12E","Y","20200303-Plate1","12E","20200226","20200303-20200304",40,"Z2622-F40","Z2622-M8",NA,"-0.754","-0.725",3.8,4.3,24.974,284.442,207.102,21.621,"-0.217",0.033,"13.740",2.294,1.967,0,2,"HSH",NA,"20200303_Plate1_12E"
"Z2622","20200303-Plate1-12F","Y","20200303-Plate1","12F","20200226","20200303-20200304",40,"Z2622-F40","Z2622-M8",NA,"-0.632","-0.913",3.5,4.3,18.551,207.013,198.076,0,"0.284",0.088,"15.943",2.681,2,1.988,1.095,"HHH",NA,"20200303_Plate1_12F"
"Z2622","20200303-Plate2-1A","Y","20200303-Plate2","1A","20200226","20200303-20200304",40,"Z2622-F40","Z2622-M8",NA,"-0.845","-0.708",2.3,2.8,13.118,308.078,347.121,0,"0.477",0.04,"1.972",1.781,1,2,1.482,"NHH",NA,"20200303_Plate2_1A"
"Z2622","20200303-Plate2-1B","Y","20200303-Plate2","1B","20200226","20200303-20200304",40,"Z2622-F40","Z2622-M8",NA,"-0.436","-0.867",2.8,3.3,29.707,200.362,184.496,21.079,"0.167",0.051,"13.794",2.125,0,2,0.751,"SHS",NA,"20200303_Plate2_1B"
"Z2622","20200303-Plate2-1C","Y","20200303-Plate2","1C","20200226","20200303-20200304",40,"Z2622-F40","Z2622-M8",NA,"-0.777","-0.792",3.5,4.5,15.982,185.634,182.436,0,"0.019",0.03,"2.490",2.086,2,0.92,1.045,"HSH",NA,"20200303_Plate2_1C"
"Z2622","20200303-Plate2-1D","Y","20200303-Plate2","1D","20200226","20200303-20200304",40,"Z2622-F40","Z2622-M8",NA,"-0.909","-0.794",1.5,2,10.7,319.379,190.177,6.206,"0.030",0.027,"16.823",1.216,0.66,0.047,0,"SSS",NA,"20200303_Plate2_1D"
"Z2622","20200303-Plate2-1E","Y","20200303-Plate2","1E","20200226","20200303-20200304",40,"Z2622-F40","Z2622-M8",NA,"-0.806","-0.462",3.5,3.5,10.22,193.665,250.603,0,"0.494",0.043,"2.306",1.849,0.841,0,2,"SSH",NA,"20200303_Plate2_1E"
"Z2622","20200303-Plate2-1F","Y","20200303-Plate2","1F","20200226","20200303-20200304",40,"Z2622-F40","Z2622-M8",NA,"-0.186","-0.470",7.3,7,86.696,100.29,38.863,129.335,"-0.806",0.156,"1.935",2.119,0.864,0.828,0.788,"SSS",NA,"20200303_Plate2_1F"
"Z2622","20200303-Plate2-1G","Y","20200303-Plate2","1G","20200226","20200303-20200304",40,"Z2622-F40","Z2622-M8",NA,"-0.703","-0.818",1.3,2.8,31.337,280.2,354.02,0,"0.020",0.14,"2.325",2.066,1,2,1.292,"NHH",NA,"20200303_Plate2_1G"
"Z2622","20200303-Plate2-1H","Y","20200303-Plate2","1H","20200226","20200303-20200304",40,"Z2622-F40","Z2622-M8",NA,"-0.442","-0.844",12,11.8,12.083,46.278,60.025,2.761,"0.604",0.064,"3.378",2.878,1.259,1.127,1.261,"HHH",NA,"20200303_Plate2_1H"
"Z2622","20200303-Plate2-2A","Y","20200303-Plate2","2A","20200226","20200303-20200304",38,"Z2624-F38a","Z2622-M6",NA,"-0.809","-0.633",6.5,6.5,3.769,255.619,242.312,0,"0.169",0.026,"1.626",1.892,2,1.987,0.582,"HHS",NA,"20200303_Plate2_2A"
"Z2622","20200303-Plate2-2B","Y","20200303-Plate2","2B","20200226","20200303-20200304",38,"Z2624-F38a","Z2622-M6",NA,"-0.865","-0.914",3.3,3.5,7.731,199.361,239.851,0,"0.706",0.048,"2.873",3.043,0,2,0.687,"SHS",NA,"20200303_Plate2_2B"
"Z2622","20200303-Plate2-2C","Y","20200303-Plate2","2C","20200226","20200303-20200304",38,"Z2624-F38a","Z2622-M6",NA,"-0.430","-0.845",6.5,6.8,17.812,90.573,114.02,0,"1.223",0.104,"1.867",3.458,0.197,1.963,0.936,"SHS",NA,"20200303_Plate2_2C"
"Z2622","20200303-Plate2-2D","Y","20200303-Plate2","2D","20200226","20200303-20200304",38,"Z2624-F38a","Z2622-M6",NA,"-0.720","-0.959",3,4,6.318,303.422,304.638,0,"0.120",0.017,"2.296",3.336,1,2,1.989,"NHH",NA,"20200303_Plate2_2D"
"Z2622","20200303-Plate2-2E","Y","20200303-Plate2","2E","20200226","20200303-20200304",38,"Z2624-F38a","Z2622-M6",NA,"-0.916","-0.785",2.5,2.3,5.393,304.266,255.649,0,"0.434",0.022,"2.431",2.524,0,2,1.156,"SHH",NA,"20200303_Plate2_2E"
"Z2622","20200303-Plate2-2F","Y","20200303-Plate2","2F","20200226","20200303-20200304",38,"Z2624-F38a","Z2622-M6",NA,"-0.604","-0.768",6.8,6.3,12.701,68.995,132.696,1.635,"0.368",0.088,"3.921",4.19,1.766,1.666,0.701,"HHS",NA,"20200303_Plate2_2F"
"Z2622","20200303-Plate2-2G","Y","20200303-Plate2","2G","20200226","20200303-20200304",38,"Z2624-F38a","Z2622-M6",NA,"-0.940","-0.911",3.3,3.8,3.297,200.953,213.533,0,"0.298",0.007,"3.125",2.835,2,1.389,0.759,"HHS",NA,"20200303_Plate2_2G"
"Z2622","20200303-Plate2-2H","Y","20200303-Plate2","2H","20200226","20200303-20200304",38,"Z2624-F38a","Z2622-M6",NA,"-0.691","-0.848",2.5,2.8,24.199,154.824,116.047,62.586,"-0.492",0.05,"9.911",2.377,1.2,1.995,0.213,"HHS",NA,"20200303_Plate2_2H"
